Segmentos#Linha de Produto#Subcategoria de Linha de Produto #Nome do Produto#CAS Number
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES AMÍNICOS#TK-NOX 5057#68411-46-1
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 1024# 32687-78-8
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 1076 #2082-79-3
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 1098 #23128-74-7
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 1135 #125643-61-0
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 1330 #1709-70-2
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 245# 36443-68-2
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 3114 #27676-62-6
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 1520#110553-27-0
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FENÓLICOS#TK-NOX 300#96-69-5
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES SEM FENÓIS#TK-NOX 186#143925-92-2
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FOSFITOS#TK-NOX 168#31570-04-4
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES FOSFITOS#TK-NOX 626#26741-53-7
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES FOSFITOS#TK-NOX TNPP#26523-78-4
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES FOSFITOS#TK-NOX TPP#101-02-0
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES FOSFITOS#TK-NOX DPOP#15647-08-2
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES FOSFITOS#TK-NOX 618#3806-34-6
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES TIOÉTERES#TK-NOX DSTDP#693-36-7
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES TIOÉTERES#TK-NOX DLTDP#123-28-4
Plásticos & Elastômeros, Borrachas#TK-NOX#ANTIOXIDANTES TIOÉTERES#TK-NOX TLTPP#29598-76-3
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 1171 #23128-74-7 | 31570-04-4
Plásticos & Elastômeros, Borrachas#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 301#143925-92-2 | 31570-04-4
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 215 #6683-19-8 | 31570-04-4
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 225 #6683-19-8 | 31570-04-4
Plásticos & Elastômeros, Borrachas#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 561 #6683-19-8 | 31570-04-4
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 900 #2082-79-3 | 31570-04-4
Plásticos & Elastômeros, Borrachas#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 911 #2082-79-3 | 31570-04-4
Plásticos & Elastômeros, Borrachas#TK-NOX#BLENDAS DE ANTIOXIDANTES#TK-NOX 921#2082-79-3 | 31570-04-4
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 114 #42774-15-2
Plásticos & Elastômeros, Borrachas, Adesivos#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 119 #106990-43-6
Plásticos & Elastômeros, Borrachas, Adesivos#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 123 #129757-67-1
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 2020 #192268-64-7
Plásticos & Elastômeros, Borrachas, Adesivos#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 292 #41556-26-7 | 82919-37-7
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 3346 #82451-48-7
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 3529 #193098-40-7
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 3808#86403-32-9 |67845-93-6 | 9003-07-0
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 3853#167078-06-0
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 3853 P58#167078-06-0 | 9003-07-0
Plásticos & Elastômeros, Borrachas, Adesivos#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 622#65447-77-0
Plásticos & Elastômeros, Borrachas, Adesivos#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 770#52829-07-9
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® 944#70624-18-9 (USA) | 71878-19-8
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (HALS)#TK-SORB® S650 #Confidencial
Plásticos & Elastômeros, Borrachas, Adesivos#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 1130#104810-48-2 | 104810-47-1 | 25322-68-3
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 1164#2725-22-6
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 1577#147315-50-2
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 234#70321-86-7
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 2908#67845-93-6
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 3030#178671-58-4
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 3035#5232-99-5
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 3039#6197-30-4
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 3049#131-54-4
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 326#3896-11-5
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 328#25973-55-1
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 329#3147-75-9
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 360#103597-45-1
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 3638#18600-59-4
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 400#153519-44-9 | 107-98-2
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV 531#1843-05-6
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV BP3#131-57-7
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV P#2204-22-4
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ (ABSORVEDOR UV)#TK-SORB® UV VX51#Confidencial
